timestamp,bid_volume,ask_volume,total_volume
2024-05-01 03:38:00,78.093,201.975,280.068
2024-05-01 03:39:00,44.458,82.62,127.078
2024-05-01 03:40:00,83.103,55.576,138.679
2024-05-01 03:41:00,13.849,69.691,83.54
2024-05-01 03:42:00,140.459,211.684,352.14300000000003
2024-05-01 03:43:00,132.828,55.254,188.082
2024-05-01 03:44:00,44.487,26.178,70.665
2024-05-01 03:45:00,102.0,51.22,153.22
2024-05-01 03:46:00,33.468,29.499,62.967
2024-05-01 03:47:00,21.534,17.461000000000002,38.995000000000005
2024-05-01 03:48:00,26.939,16.062,43.001000000000005
2024-05-01 03:49:00,4.517,16.563,21.08
2024-05-01 03:50:00,19.892,23.95,43.842
2024-05-01 03:51:00,9.245,43.423,52.668
2024-05-01 03:52:00,56.711,127.42999999999999,184.141
2024-05-01 03:53:00,62.065,66.244,128.309
2024-05-01 03:54:00,52.012,35.443,87.455
2024-05-01 03:55:00,14.555,30.587,45.141999999999996
2024-05-01 03:56:00,42.344,29.758,72.102
2024-05-01 03:57:00,55.455,86.557,142.012
2024-05-01 03:58:00,30.433,29.499,59.932
2024-05-01 03:59:00,45.898,25.701,71.599
