time,seq,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty
2025-09-13 22:37:16,114,115299.99,0.19019,115300.0,25.531
2025-09-13 22:37:16,115,115299.99,0.19019,115300.0,25.52996
2025-09-13 22:37:16,116,115299.99,0.16709,115300.0,25.53001
2025-09-13 22:37:16,117,115299.99,0.16693,115300.0,25.53001
2025-09-13 22:37:16,118,115299.99,0.16693,115300.0,25.53001
2025-09-13 22:37:16,119,115299.99,0.16703,115300.0,25.35654
2025-09-13 22:37:16,120,115299.99,0.16703,115300.0,25.35658
2025-09-13 22:37:17,121,115299.99,0.16603,115300.0,25.35658
2025-09-13 22:37:17,122,115299.99,0.16603,115300.0,25.53005
2025-09-13 22:37:17,123,115299.99,0.16598,115300.0,25.79026
2025-09-13 22:37:17,124,115299.99,0.16603,115300.0,25.77172
2025-09-13 22:37:17,125,115299.99,0.19033,115300.0,25.53005
2025-09-13 22:37:17,126,115299.99,0.18933,115300.0,25.53005
2025-09-13 22:37:17,127,115299.99,0.18831,115300.0,25.53005
2025-09-13 22:37:17,128,115299.99,0.18836,115300.0,25.53005
2025-09-13 22:37:17,129,115299.99,0.18831,115300.0,25.53005
2025-09-13 22:37:17,130,115299.99,0.18831,115300.0,25.53005
2025-09-13 22:37:18,131,115299.99,0.16521,115300.0,25.79026
2025-09-13 22:37:18,132,115299.99,0.18821,115300.0,25.79026
2025-09-13 22:37:18,133,115299.99,0.18806,115300.0,25.72742
2025-09-13 22:37:18,134,115299.99,0.18806,115300.0,25.72742
2025-09-13 22:37:18,135,115299.99,0.18633,115300.0,25.72742
2025-09-13 22:37:18,136,115299.99,0.18633,115300.0,25.72742
2025-09-13 22:37:18,137,115299.99,0.1846,115300.0,25.72742
2025-09-13 22:37:18,138,115299.99,0.15977,115300.0,25.72828
2025-09-13 22:37:18,139,115299.99,0.15967,115300.0,25.72822
2025-09-13 22:37:18,140,115299.99,0.15804,115300.0,25.72658
2025-09-13 22:37:19,141,115299.99,0.15546,115300.0,25.72658
2025-09-13 22:37:19,142,115299.99,0.15581,115300.0,25.72658
2025-09-13 22:37:19,143,115299.99,0.15581,115300.0,25.72657
2025-09-13 22:37:19,144,115299.99,0.15581,115300.0,25.72657
2025-09-13 22:37:19,145,115299.99,0.15581,115300.0,25.72662
2025-09-13 22:37:19,146,115299.99,0.15581,115300.0,25.72662
2025-09-13 22:37:19,147,115299.99,0.15581,115300.0,25.72662
2025-09-13 22:37:19,148,115299.99,0.15576,115300.0,25.72662
2025-09-13 22:37:19,149,115296.53,0.00195,115296.54,22.95955
2025-09-13 22:37:19,150,115294.58,0.00168,115294.59,17.16755
2025-09-13 22:37:20,151,115291.29,0.6536,115291.3,17.96093
2025-09-13 22:37:20,152,115291.29,0.6537,115291.3,18.43072
2025-09-13 22:37:20,153,115291.29,0.65385,115291.3,18.44161
2025-09-13 22:37:20,154,115291.29,0.65385,115291.3,18.43988
2025-09-13 22:37:20,155,115291.29,0.65385,115291.3,18.43988
2025-09-13 22:37:20,156,115291.29,0.65385,115291.3,18.44079
2025-09-13 22:37:20,157,115291.29,0.65385,115291.3,18.701
2025-09-13 22:37:20,158,115291.29,0.65385,115291.3,18.75422
2025-09-13 22:37:20,159,115291.29,0.0082,115291.3,18.75403
2025-09-13 22:37:20,160,115291.28,0.40164,115291.29,22.8781
2025-09-13 22:37:21,161,115291.28,0.40164,115291.29,22.63023
2025-09-13 22:37:21,162,115291.28,0.46663,115291.29,22.24437
2025-09-13 22:37:21,163,115291.28,0.46658,115291.29,22.24446
2025-09-13 22:37:21,164,115291.28,0.40164,115291.29,22.96521
2025-09-13 22:37:21,165,115291.27,0.00206,115291.28,22.25273
2025-09-13 22:37:21,166,115291.27,0.0017,115291.28,22.28826
2025-09-13 22:37:21,167,115291.27,0.00015,115291.28,22.60215
2025-09-13 22:37:21,168,115291.27,0.00055,115291.28,23.12653
2025-09-13 22:37:21,169,115291.25,0.001,115291.26,23.08104
2025-09-13 22:37:21,170,115283.5,0.00275,115283.51,17.94354
2025-09-13 22:37:22,171,115283.5,0.00285,115283.51,19.24851
2025-09-13 22:37:22,172,115283.5,0.003,115283.51,19.76893
2025-09-13 22:37:22,173,115283.5,0.00473,115283.51,20.03
2025-09-13 22:37:22,174,115283.5,0.00483,115283.51,19.77813
2025-09-13 22:37:22,175,115283.5,0.00478,115283.51,19.77908
2025-09-13 22:37:22,176,115283.5,0.00483,115283.51,19.77908
2025-09-13 22:37:22,177,115283.5,0.01293,115283.51,22.48198
2025-09-13 22:37:22,178,115283.49,0.02082,115283.5,27.99712
2025-09-13 22:37:22,179,115283.49,0.01908,115283.5,24.51285
2025-09-13 22:37:22,180,115283.49,0.0186,115283.5,24.56149
2025-09-13 22:37:23,181,115283.49,0.01855,115283.5,24.56149
2025-09-13 22:37:23,182,115283.49,0.01865,115283.5,24.5726
2025-09-13 22:37:23,183,115283.49,0.01774,115283.5,22.81622
2025-09-13 22:37:23,184,115283.49,0.01085,115283.5,22.81622
2025-09-13 22:37:23,185,115281.69,0.00158,115281.7,23.3084
2025-09-13 22:37:23,186,115281.69,0.00153,115281.7,23.38617
2025-09-13 22:37:23,187,115281.69,0.00148,115281.7,23.40427
2025-09-13 22:37:23,188,115281.69,0.00163,115281.7,23.40432
2025-09-13 22:37:23,189,115281.69,0.00168,115281.7,23.41094
2025-09-13 22:37:23,190,115281.69,0.00168,115281.7,23.41189
2025-09-13 22:37:24,191,115281.69,0.00168,115281.7,22.97821
2025-09-13 22:37:24,192,115281.69,0.00168,115281.7,22.97821
2025-09-13 22:37:24,193,115281.69,0.00168,115281.7,22.95967
2025-09-13 22:37:24,194,115281.69,0.00163,115281.7,22.95972
2025-09-13 22:37:24,195,115281.69,0.00168,115281.7,22.97922
2025-09-13 22:37:24,196,115281.69,0.00168,115281.7,22.98014
2025-09-13 22:37:24,197,115281.69,0.00168,115281.7,22.98014
2025-09-13 22:37:24,198,115280.01,0.00192,115280.02,17.60624
2025-09-13 22:37:24,199,115280.0,0.01973,115280.01,23.28933
2025-09-13 22:37:24,200,115280.0,0.02008,115280.01,24.52848
2025-09-13 22:37:25,201,115280.0,0.02003,115280.01,24.62734
2025-09-13 22:37:25,202,115280.0,0.01998,115280.01,25.14949
2025-09-13 22:37:25,203,115280.0,0.01998,115280.01,25.1562
2025-09-13 22:37:25,204,115280.0,0.02003,115280.01,25.1562
2025-09-13 22:37:25,205,115280.0,0.02003,115280.01,25.15715
2025-09-13 22:37:25,206,115280.0,0.01998,115280.01,25.15715
2025-09-13 22:37:25,207,115280.0,0.01998,115280.01,25.15715
2025-09-13 22:37:25,208,115280.0,0.01998,115280.01,24.72347
2025-09-13 22:37:25,209,115280.0,0.01993,115280.01,24.72347
2025-09-13 22:37:25,210,115280.0,0.02003,115280.01,24.74201
2025-09-13 22:37:26,211,115280.0,0.01998,115280.01,25.17569
2025-09-13 22:37:26,212,115280.0,0.01993,115280.01,25.23455
2025-09-13 22:37:26,213,115280.0,0.01998,115280.01,25.23455
2025-09-13 22:37:26,214,115280.0,0.01993,115280.01,25.23467
2025-09-13 22:37:26,215,115280.0,0.01993,115280.01,25.25276
2025-09-13 22:37:26,216,115280.0,0.01993,115280.01,25.25281
2025-09-13 22:37:26,217,115280.0,0.01982,115280.01,27.61336
2025-09-13 22:37:26,218,115280.0,0.01982,115280.01,27.61336
2025-09-13 22:37:26,219,115280.0,0.01982,115280.01,27.61336
2025-09-13 22:37:26,220,115280.0,0.01982,115280.01,27.61336
2025-09-13 22:37:27,221,115280.0,0.01982,115280.01,27.61336
2025-09-13 22:37:27,222,115280.0,0.01982,115280.01,27.61336
2025-09-13 22:37:27,223,115280.0,0.01809,115280.01,27.59482
2025-09-13 22:37:27,224,115280.0,0.01809,115280.01,27.61336
2025-09-13 22:37:27,225,115280.0,0.01814,115280.01,27.61366
2025-09-13 22:37:27,226,115280.0,0.01814,115280.01,27.67438
2025-09-13 22:37:27,227,115280.0,0.01814,115280.01,27.67438
2025-09-13 22:37:27,228,115280.0,0.01831,115280.01,27.67438
2025-09-13 22:37:27,229,115280.0,0.01831,115280.01,27.67441
2025-09-13 22:37:27,230,115280.0,0.01831,115280.01,28.03793
2025-09-13 22:37:28,231,115280.0,0.01826,115280.01,28.03793
2025-09-13 22:37:28,232,115280.0,0.01725,115280.01,28.0379
2025-09-13 22:37:28,233,115280.0,0.01725,115280.01,28.29811
2025-09-13 22:37:28,234,115280.0,0.0172,115280.01,28.29811
2025-09-13 22:37:28,235,115280.0,0.01684,115280.01,28.29772
2025-09-13 22:37:28,236,115280.0,0.01684,115280.01,27.7773
2025-09-13 22:37:28,237,115280.0,0.01684,115280.01,27.7773
2025-09-13 22:37:28,238,115280.0,0.01684,115280.01,27.7773
2025-09-13 22:37:28,239,115280.0,0.01684,115280.01,27.83532
2025-09-13 22:37:28,240,115280.0,0.01667,115280.01,27.8422
2025-09-13 22:37:29,241,115280.0,0.01562,115280.01,27.8422
2025-09-13 22:37:29,242,115280.0,0.01567,115280.01,27.8422
2025-09-13 22:37:29,243,115280.0,0.01587,115280.01,27.78146
2025-09-13 22:37:29,244,115280.0,0.01587,115280.01,28.36263
2025-09-13 22:37:29,245,115280.0,0.01432,115280.01,28.36263
2025-09-13 22:37:29,246,115280.0,0.01432,115280.01,28.34454
2025-09-13 22:37:29,247,115280.0,0.01402,115280.01,28.41606
2025-09-13 22:37:29,248,115280.0,0.01402,115280.01,28.41606
2025-09-13 22:37:29,249,115280.0,0.01402,115280.01,27.89564
2025-09-13 22:37:29,250,115280.0,0.01402,115280.01,27.89564
2025-09-13 22:37:30,251,115280.0,0.01407,115280.01,27.89564
2025-09-13 22:37:30,252,115280.0,0.01407,115280.01,27.89564
2025-09-13 22:37:30,253,115280.0,0.01412,115280.01,27.89564
2025-09-13 22:37:30,254,115280.0,0.01407,115280.01,27.88859
2025-09-13 22:37:30,255,115280.0,0.01407,115280.01,27.89565
2025-09-13 22:37:30,256,115280.0,0.01407,115280.01,27.89565
2025-09-13 22:37:30,257,115280.0,0.01176,115280.01,27.89565
2025-09-13 22:37:30,258,115280.0,0.01186,115280.01,28.15586
2025-09-13 22:37:30,259,115280.0,0.01186,115280.01,27.89569
2025-09-13 22:37:30,260,115280.0,0.01186,115280.01,27.87715
2025-09-13 22:37:31,261,115280.0,0.01191,115280.01,27.89569
2025-09-13 22:37:31,262,115280.0,0.00442,115280.01,27.89569
2025-09-13 22:37:31,263,115280.0,0.00442,115280.01,27.89572
2025-09-13 22:37:31,264,115280.0,0.00432,115280.01,27.29643
2025-09-13 22:37:31,265,115280.0,0.00437,115280.01,27.29643
2025-09-13 22:37:31,266,115280.0,0.00432,115280.01,27.29995
2025-09-13 22:37:31,267,115280.0,0.00432,115280.01,27.29995
2025-09-13 22:37:31,268,115280.0,0.00432,115280.01,27.73363
2025-09-13 22:37:31,269,115280.0,0.00432,115280.01,27.73363
2025-09-13 22:37:31,270,115280.0,0.31201,115280.01,20.18419
2025-09-13 22:37:32,271,115280.0,1.38352,115280.01,12.33697
2025-09-13 22:37:32,272,115280.0,1.19582,115280.01,12.64855
2025-09-13 22:37:32,273,115280.0,1.21951,115280.01,12.64818
2025-09-13 22:37:32,274,115280.0,1.56441,115280.01,12.64828
2025-09-13 22:37:32,275,115280.0,1.56436,115280.01,12.64828
2025-09-13 22:37:32,276,115280.0,1.56436,115280.01,12.64828
2025-09-13 22:37:32,277,115280.0,1.56426,115280.01,15.00808
2025-09-13 22:37:32,278,115280.0,1.56436,115280.01,15.00808
2025-09-13 22:37:32,279,115280.0,1.56436,115280.01,15.05767
2025-09-13 22:37:32,280,115280.0,1.53046,115280.01,15.0569
2025-09-13 22:37:33,281,115280.0,2.68208,115280.01,12.68777
2025-09-13 22:37:33,282,115280.0,2.68198,115280.01,12.68777
2025-09-13 22:37:33,283,115280.0,2.68198,115280.01,12.6875
2025-09-13 22:37:33,284,115280.0,1.8288,115280.01,12.68755
2025-09-13 22:37:33,285,115280.0,1.8288,115280.01,12.68755
2025-09-13 22:37:33,286,115280.0,1.82861,115280.01,15.04725
2025-09-13 22:37:33,287,115280.0,1.82836,115280.01,15.04725
2025-09-13 22:37:33,288,115280.0,1.79446,115280.01,15.04725
2025-09-13 22:37:33,289,115280.0,1.79446,115280.01,15.04725
2025-09-13 22:37:33,290,115280.0,1.79446,115280.01,15.04725
2025-09-13 22:37:34,291,115280.0,1.74182,115280.01,15.04725
2025-09-13 22:37:34,292,115280.0,1.80142,115280.01,15.04725
2025-09-13 22:37:34,293,115280.0,1.80162,115280.01,15.04725
2025-09-13 22:37:34,294,115280.0,1.80167,115280.01,15.04725
2025-09-13 22:37:34,295,115280.0,1.80167,115280.01,15.04725
2025-09-13 22:37:34,296,115280.0,1.80167,115280.01,15.04725
2025-09-13 22:37:34,297,115280.0,1.80167,115280.01,15.04725
2025-09-13 22:37:34,298,115280.0,1.80164,115280.01,15.04725
2025-09-13 22:37:34,299,115280.0,1.80124,115280.01,15.04682
2025-09-13 22:37:34,300,115280.0,0.87066,115280.01,15.04682
